kata,f1_frekuensi,f2_panjang,f3_huruf_bingung,f4_suku_kata,f5_fonem_kompleks,f6_visual,f1_frekuensi_norm,f2_panjang_norm,f3_huruf_bingung_norm,f4_suku_kata_norm,f5_fonem_kompleks_norm,f6_visual_norm,klaster,label
teriakku,1,8,0,4,0,0.125,0.0,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
galak,4,5,0,2,0,0.0,0.0090634441087613,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
kadang,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
apalah,1,6,1,3,0,0.1667,0.0,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
seharian,1,8,0,4,0,0.125,0.0,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
berjukung,1,9,1,3,0,0.4444,0.0,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
kepadaku,1,8,1,4,0,0.375,0.0,0.2727272727272727,1.0,0.375,0.0,0.375,1,sulit
gani,2,4,0,2,0,0.25,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
mundur,1,6,1,2,0,0.8333,0.0,0.1818181818181818,1.0,0.125,0.0,0.8333,1,sulit
liam,15,4,0,2,0,0.25,0.0422960725075528,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
giginya,2,7,1,3,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
menyodorkan,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
mataku,1,6,0,3,0,0.3333,0.0,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
melebar,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
wadai,4,5,1,3,0,0.4,0.0090634441087613,0.1363636363636363,1.0,0.25,0.0,0.4,1,sulit
bingka,2,6,1,2,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
kesukaanku,1,10,0,5,0,0.3,0.0,0.3636363636363636,0.0,0.5,0.0,0.3,0,mudah
abah,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
mulutku,1,7,0,3,0,0.5714,0.0,0.2272727272727272,0.0,0.25,0.0,0.5714,0,mudah
terkunci,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
hem,8,3,0,1,0,0.3333,0.0211480362537764,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
gurih,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
lembut,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
te,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mudah
gumamku,1,7,0,3,0,0.5714,0.0,0.2272727272727272,0.0,0.25,0.0,0.5714,0,mudah
besoknya,3,8,1,3,0,0.25,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
menggendong,2,11,1,3,0,0.4545,0.0030211480362537,0.409090909090909,1.0,0.25,0.0,0.4545,1,sulit
kucingku,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
sekolahnya,1,10,1,4,0,0.1,0.0,0.3636363636363636,1.0,0.375,0.0,0.1,1,sulit
riang,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
ceritaku,3,8,0,4,0,0.125,0.0060422960725075,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
mengalir,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
kulitku,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
kemarahanku,1,11,0,5,0,0.2727,0.0,0.409090909090909,0.0,0.5,0.0,0.2727,0,mudah
kesepianku,1,10,1,5,0,0.3,0.0,0.3636363636363636,1.0,0.5,0.0,0.3,1,sulit
melulu,1,6,0,3,0,0.5,0.0,0.1818181818181818,0.0,0.25,0.0,0.5,0,mudah
alien,1,5,0,3,0,0.2,0.0,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
menepuk,1,7,1,3,0,0.5714,0.0,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
punggungku,1,10,1,3,0,0.6,0.0,0.3636363636363636,1.0,0.25,0.0,0.6,1,sulit
serunya,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
hatiku,2,6,0,3,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
lapang,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
kahayan,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
dipandangi,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
bersiul,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
menyuruhku,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
garam,2,5,0,2,0,0.2,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
diasinkan,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
mengaduh,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
mengikutiku,1,11,1,5,0,0.3636,0.0,0.409090909090909,1.0,0.5,0.0,0.3636,1,sulit
tongkatnya,1,10,1,3,0,0.2,0.0,0.3636363636363636,1.0,0.25,0.0,0.2,1,sulit
terperosok,1,10,1,4,0,0.1,0.0,0.3636363636363636,1.0,0.375,0.0,0.1,1,sulit
kucoba,1,6,1,3,0,0.3333,0.0,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
mengeluarkan,1,12,1,5,0,0.3333,0.0,0.4545454545454545,1.0,0.5,0.0,0.3333,1,sulit
tongkat,4,7,1,2,0,0.1429,0.0090634441087613,0.2272727272727272,1.0,0.125,0.0,0.1429,1,sulit
berderap,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
membuatku,1,9,1,4,0,0.5556,0.0,0.3181818181818182,1.0,0.375,0.0,0.5556,1,sulit
menoleh,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
berterima,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
tersinggung,1,11,1,3,0,0.2727,0.0,0.409090909090909,1.0,0.25,0.0,0.2727,1,sulit
dermaga,5,7,1,3,0,0.2857,0.0120845921450151,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
memandangiku,1,12,1,5,0,0.5,0.0,0.4545454545454545,1.0,0.5,0.0,0.5,1,sulit
tega,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
menyenggolku,1,12,1,4,0,0.3333,0.0,0.4545454545454545,1.0,0.375,0.0,0.3333,1,sulit
kalinya,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
seringan,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
kapas,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
menjualnya,2,10,1,4,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
arena,2,5,0,3,0,0.2,0.0030211480362537,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
festival,9,8,0,3,0,0.0,0.0241691842900302,0.2727272727272727,0.0,0.25,0.0,0.0,0,mudah
pengunjungnya,2,13,1,4,0,0.5385,0.0030211480362537,0.5,1.0,0.375,0.0,0.5385,1,sulit
membusuk,2,8,1,3,0,0.625,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
dibiarkan,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
kulakukan,4,9,0,4,0,0.3333,0.0090634441087613,0.3181818181818182,0.0,0.375,0.0,0.3333,0,mudah
diajar,2,6,1,3,0,0.1667,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
dicampur,2,8,1,3,0,0.5,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
gula,5,4,0,2,0,0.25,0.0120845921450151,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
aduk,4,4,1,2,0,0.5,0.0090634441087613,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
masak,10,5,0,2,0,0.2,0.0271903323262839,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
kunamakan,2,9,0,4,0,0.4444,0.0030211480362537,0.3181818181818182,0.0,0.375,0.0,0.4444,0,mudah
pisangku,4,8,1,3,0,0.375,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
matang,2,6,1,2,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
dibeli,2,6,1,3,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
topping,2,7,1,2,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
keju,5,4,0,2,0,0.25,0.0120845921450151,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
arai,25,4,0,3,0,0.0,0.0725075528700906,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
bicaranya,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
terbata,2,7,1,3,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
bata,2,4,1,2,0,0.25,0.0030211480362537,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
gang,1,4,1,1,0,0.25,0.0,0.0909090909090909,1.0,0.0,0.0,0.25,1,sulit
buntu,1,5,1,2,0,0.8,0.0,0.1363636363636363,1.0,0.125,0.0,0.8,1,sulit
mengganggu,5,10,1,3,0,0.4,0.0120845921450151,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
neneknya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
menyuruhnya,1,11,1,4,0,0.4545,0.0,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
menyantap,1,9,1,3,0,0.4444,0.0,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
berebutan,1,9,1,4,0,0.4444,0.0,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
mengenal,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
deo,2,3,1,2,0,0.3333,0.0030211480362537,0.0454545454545454,1.0,0.125,0.0,0.3333,1,sulit
silol,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
mina,2,4,0,2,0,0.5,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
bertiga,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
pura,8,4,1,2,0,0.5,0.0211480362537764,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
lagunya,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
mengejeknya,1,11,1,4,0,0.2727,0.0,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
menjuluki,1,9,0,4,0,0.4444,0.0,0.3181818181818182,0.0,0.375,0.0,0.4444,0,mudah
usil,4,4,0,2,0,0.25,0.0090634441087613,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
menjahili,1,9,0,4,0,0.2222,0.0,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
mengejarnya,1,11,1,4,0,0.2727,0.0,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
gampang,2,7,1,2,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
tertangkap,3,10,1,3,0,0.2,0.0060422960725075,0.3636363636363636,1.0,0.25,0.0,0.2,1,sulit
terlezat,1,8,0,3,0,0.0,0.0,0.2727272727272727,0.0,0.25,0.0,0.0,0,mudah
sedunia,2,7,1,4,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.375,0.0,0.4286,1,sulit
teristimewa,1,11,0,5,0,0.1818,0.0,0.409090909090909,0.0,0.5,0.0,0.1818,0,mudah
melawan,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
gerombolan,2,10,1,4,0,0.3,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
merebut,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
merelakan,1,9,0,4,0,0.2222,0.0,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
sepotong,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
lezatnya,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
menolongnya,2,11,1,4,0,0.3636,0.0030211480362537,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
dikejar,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
anjing,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
melemparkannya,1,14,1,5,0,0.3571,0.0,0.5454545454545454,1.0,0.5,0.0,0.3571,1,sulit
gantinya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
gorengnya,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
kesenangan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
memaksa,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
memberanikan,1,12,1,5,0,0.4167,0.0,0.4545454545454545,1.0,0.5,0.0,0.4167,1,sulit
suaranya,1,8,1,4,0,0.25,0.0,0.2727272727272727,1.0,0.375,0.0,0.25,1,sulit
mengeong,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
loko,13,4,0,2,0,0.0,0.0362537764350453,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
sahabatnya,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
koko,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
terlambat,8,9,1,3,0,0.2222,0.0211480362537764,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
tut,6,3,0,1,0,0.3333,0.0151057401812688,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
penumpang,1,9,1,3,0,0.6667,0.0,0.3181818181818182,1.0,0.25,0.0,0.6667,1,sulit
awas,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
sepur,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
kluthuk,1,7,0,2,1,0.2857,0.0,0.2272727272727272,0.0,0.125,0.5,0.2857,0,mudah
berpantun,1,9,1,3,0,0.5556,0.0,0.3181818181818182,1.0,0.25,0.0,0.5556,1,sulit
solo,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
loji,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
gandrung,1,8,1,2,1,0.5,0.0,0.2727272727272727,1.0,0.125,0.5,0.5,1,sulit
pekerti,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
hormat,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
jati,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
kayunya,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
dibelah,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
berserat,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
serat,3,5,0,2,0,0.0,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
ikhlas,1,6,0,2,1,0.0,0.0,0.1818181818181818,0.0,0.125,0.5,0.0,0,mudah
manfaat,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
kekurangan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
tujuan,1,6,0,3,0,0.5,0.0,0.1818181818181818,0.0,0.25,0.0,0.5,0,mudah
agustus,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
reno,36,4,0,2,0,0.25,0.1057401812688821,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
berlama,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
karungnya,2,9,1,3,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
sembilan,2,8,1,3,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
tetangganya,1,11,1,4,0,0.1818,0.0,0.409090909090909,1.0,0.375,0.0,0.1818,1,sulit
teks,1,4,0,1,0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0,mudah
pancasila,2,9,1,4,0,0.2222,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
berkali,3,7,1,3,0,0.1429,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
karung,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
semangatnya,2,11,1,4,0,0.2727,0.0030211480362537,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
berkobar,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
dada,3,4,1,2,0,0.5,0.0060422960725075,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
memperhatikan,3,13,1,5,0,0.3077,0.0060422960725075,0.5,1.0,0.5,0.0,0.3077,1,sulit
tersandung,1,10,1,3,0,0.4,0.0,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
sandalnya,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
terpaku,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
sandal,3,6,1,2,0,0.3333,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
talinya,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
diganti,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
rafia,4,5,0,3,0,0.0,0.0090634441087613,0.1363636363636363,0.0,0.25,0.0,0.0,0,mudah
mengaduk,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
gunting,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
menemukan,5,9,0,4,0,0.5556,0.0120845921450151,0.3181818181818182,0.0,0.375,0.0,0.5556,0,mudah
lubang,2,6,1,2,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
copot,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
mengikatkannya,1,14,1,5,0,0.2857,0.0,0.5454545454545454,1.0,0.5,0.0,0.2857,1,sulit
seadanya,1,8,1,4,0,0.25,0.0,0.2727272727272727,1.0,0.375,0.0,0.25,1,sulit
bercermin,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
pikirnya,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
sepatunya,4,9,1,4,0,0.3333,0.0090634441087613,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
kusam,2,5,0,2,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
semir,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
arang,4,5,1,2,0,0.2,0.0090634441087613,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
menggosokkan,1,12,1,4,0,0.25,0.0,0.4545454545454545,1.0,0.375,0.0,0.25,1,sulit
menyikatnya,1,11,1,4,0,0.2727,0.0,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
mencucinya,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
pintas,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
angsa,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
menyerangnya,1,12,1,4,0,0.3333,0.0,0.4545454545454545,1.0,0.375,0.0,0.3333,1,sulit
ranting,1,7,1,2,0,0.2857,0.0,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
berjaga,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
jaga,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
mengusir,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
hus,2,3,0,1,0,0.3333,0.0030211480362537,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
rombongan,13,9,1,3,0,0.4444,0.0362537764350453,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
bebek,4,5,1,2,0,0.4,0.0090634441087613,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
menerobos,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
ketuhanan,1,9,0,4,0,0.3333,0.0,0.3181818181818182,0.0,0.375,0.0,0.3333,0,mudah
maha,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
esa,1,3,0,2,0,0.0,0.0,0.0454545454545454,0.0,0.125,0.0,0.0,0,mudah
memperhatikannya,1,16,1,6,0,0.3125,0.0,0.6363636363636364,1.0,0.625,0.0,0.3125,1,sulit
tugasnya,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
boling,3,6,1,2,0,0.3333,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
ivan,16,4,0,2,0,0.25,0.0453172205438066,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
kaku,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
penyangganya,1,12,1,4,0,0.3333,0.0,0.4545454545454545,1.0,0.375,0.0,0.3333,1,sulit
kacamatanya,1,11,1,5,0,0.1818,0.0,0.409090909090909,1.0,0.5,0.0,0.1818,1,sulit
hadiahnya,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
tati,6,4,0,2,0,0.0,0.0151057401812688,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
menyemangati,3,12,1,5,0,0.3333,0.0060422960725075,0.4545454545454545,1.0,0.5,0.0,0.3333,1,sulit
dibagi,1,6,1,3,0,0.3333,0.0,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
berpasangan,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
sekelompok,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
ringan,3,6,1,2,0,0.3333,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
dibeda,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
bedakan,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
mengajari,2,9,1,4,0,0.2222,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
fokus,3,5,0,2,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
lempar,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
penglihatan,1,11,1,4,0,0.2727,0.0,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
buram,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
pin,1,3,1,1,0,0.6667,0.0,0.0454545454545454,1.0,0.0,0.0,0.6667,1,sulit
adakah,1,6,1,3,0,0.1667,0.0,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
stiker,1,6,0,2,0,0.0,0.0,0.1818181818181818,0.0,0.125,0.0,0.0,0,mudah
mengizinkan,2,11,1,4,0,0.3636,0.0030211480362537,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
strike,1,6,0,2,2,0.0,0.0,0.1818181818181818,0.0,0.125,1.0,0.0,0,mudah
bercanda,2,8,1,3,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
bintang,17,7,1,2,0,0.4286,0.0483383685800604,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
matsa,5,5,0,2,1,0.2,0.0120845921450151,0.1363636363636363,0.0,0.125,0.5,0.2,0,mudah
bertaburan,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
kuberi,1,6,1,3,0,0.3333,0.0,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
untukku,2,7,0,3,0,0.5714,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.5714,0,mudah
lipat,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
melipat,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
kakaknya,3,8,1,3,0,0.125,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
bintangnya,1,10,1,3,0,0.4,0.0,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
ss,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mudah
mengajariku,1,11,1,5,0,0.2727,0.0,0.409090909090909,1.0,0.5,0.0,0.2727,1,sulit
bintangku,1,9,1,3,0,0.4444,0.0,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
doni,18,4,1,2,0,0.5,0.0513595166163141,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
